Index,HF,AST,HTAG,AwayTeam,AR,HC,HTHG,AS,HS,HY,WHD,HST,AF,FTAG,AY,WHH,HTR,IWA,IWD,AC,FTR,IWH,HomeTeam,WHA,FTHG,Referee,Div,HR,Date,SeasonDate
142,8,2,1,Sunderland,0,12,1,5,14,0,4.33,8,19,2,2,1.3,D,7.5,4.2,0,H,1.35,Tottenham,8,3,P Walton,E0,0,03/12/05,2005
143,8,1,0,Fulham,1,1,0,8,5,1,3.1,4,15,0,3,2.37,D,2.7,3,3,D,2.3,West Brom,2.62,0,S Bennett,E0,0,03/12/05,2005
144,20,9,2,Man City,0,8,1,17,10,2,3.1,4,14,5,3,2.3,A,2.7,3,4,A,2.3,Charlton,2.75,2,P Dowd,E0,0,04/12/05,2005
145,12,4,2,West Ham,0,11,1,10,14,1,3.1,6,5,2,1,2.25,A,2.6,3,8,A,2.4,Birmingham,2.8,1,M Atkinson,E0,0,05/12/05,2005
146,12,3,0,Fulham,0,2,0,7,11,0,3.1,7,10,0,0,2.2,D,2.7,3,2,H,2.3,Birmingham,2.87,1,U Rennie,E0,0,10/12/05,2005
147,13,3,1,West Ham,0,4,0,6,14,3,3.1,5,14,2,6,1.95,A,3.2,3.1,1,H,2,Blackburn,3.5,3,M Riley,E0,0,10/12/05,2005
148,16,3,0,Aston Villa,0,6,0,6,13,2,3.1,7,22,1,4,1.8,D,3.8,3.1,3,D,1.8,Bolton,4,1,P Dowd,E0,0,10/12/05,2005
149,11,6,0,Sunderland,0,3,1,14,14,0,3.1,8,16,0,2,1.66,H,4.6,3.4,6,H,1.6,Charlton,5,2,A Wiley,E0,0,10/12/05,2005
150,16,1,0,Wigan,0,5,0,4,11,1,5.5,8,10,0,1,1.14,D,9.5,4.8,1,H,1.22,Chelsea,15,1,H Webb,E0,0,10/12/05,2005
151,10,3,0,Middlesbrough,1,11,0,6,23,1,3.1,13,18,0,2,1.57,D,4.8,3.5,2,H,1.55,Liverpool,6,2,S Bennett,E0,0,10/12/05,2005
152,23,3,0,Arsenal,1,5,0,6,8,2,3.2,4,13,0,1,3.75,D,1.85,3.1,4,H,3.6,Newcastle,1.83,1,D Gallagher,E0,0,10/12/05,2005
153,17,2,0,Man City,1,4,1,8,11,1,3,4,13,0,4,2.87,H,2.5,3,6,H,2.5,West Brom,2.25,2,M Dean,E0,0,10/12/05,2005
154,12,5,1,Everton,0,9,1,7,21,1,4,12,11,1,2,1.28,D,7.5,4,0,D,1.33,Man United,10,1,R Styles,E0,0,11/12/05,2005
155,6,5,1,Portsmouth,0,6,0,8,16,0,3.5,9,19,1,0,1.4,A,5.4,3.8,3,H,1.45,Tottenham,8,3,U Rennie,E0,0,12/12/05,2005
156,10,2,1,West Ham,0,4,1,7,12,2,3.2,3,11,2,1,2.1,D,3.5,3.1,9,A,1.9,Everton,3,1,P Walton,E0,0,14/12/05,2005
157,12,7,0,Wigan,0,7,2,15,12,1,4.5,9,6,0,1,1.25,H,7.5,4,7,H,1.33,Man United,10,4,A Wiley,E0,0,14/12/05,2005
158,19,10,1,Man United,0,2,0,17,11,1,3.1,7,16,2,0,4.5,A,1.75,3.2,6,A,4,Aston Villa,1.72,0,M Dean,E0,0,17/12/05,2005
159,13,5,1,Bolton,0,10,0,7,13,2,3.2,10,15,4,2,2.25,A,2.7,3,0,A,2.3,Everton,2.75,0,A Wiley,E0,0,17/12/05,2005
160,12,4,0,Blackburn,0,8,1,10,8,4,3,5,13,1,4,2.15,H,2.9,3,12,H,2.2,Fulham,3.1,2,M Clattenburg,E0,0,17/12/05,2005
161,19,2,0,Birmingham,1,7,3,6,17,2,2.9,9,12,1,2,1.8,H,4.2,3.2,5,H,1.7,Man City,4.5,4,S Bennett,E0,0,17/12/05,2005
162,15,2,0,West Brom,0,6,0,4,5,1,3,4,7,0,1,2.1,D,2.9,3,8,H,2.2,Portsmouth,3.2,1,M Halsey,E0,0,17/12/05,2005
163,9,7,2,Newcastle,0,3,1,10,11,3,3.1,7,16,4,3,2.3,A,2.6,3,2,A,2.4,West Ham,2.75,2,P Dowd,E0,0,17/12/05,2005
164,8,2,0,Charlton,0,12,1,5,18,0,3.2,12,8,0,1,2.15,H,2.9,3,3,H,2.2,Wigan,2.9,3,M Atkinson,E0,0,17/12/05,2005
165,13,8,1,Chelsea,0,5,0,11,7,3,2.87,5,18,2,4,3,A,2.3,2.9,5,A,3.1,Arsenal,2.25,0,R Styles,E0,0,18/12/05,2005
166,17,5,1,Tottenham,0,14,2,8,11,2,3.1,8,13,3,3,2.37,H,2.6,3,4,D,2.4,Middlesbrough,2.62,3,H Webb,E0,0,18/12/05,2005
167,12,5,0,Everton,0,4,1,10,12,0,2.87,7,11,0,0,2.1,H,3.1,3,9,H,2.1,Aston Villa,3.3,4,M Riley,E0,0,26/12/05,2005
168,16,11,0,Arsenal,0,4,0,18,8,3,3.3,0,10,1,2,5.5,D,1.7,3.2,10,A,4.2,Charlton,1.57,0,S Bennett,E0,1,26/12/05,2005
169,16,4,1,Fulham,0,10,2,9,15,1,5.5,11,16,2,3,1.16,H,9.5,4.8,4,H,1.22,Chelsea,12,3,G Poll,E0,0,26/12/05,2005
170,9,2,0,Newcastle,1,7,2,2,21,1,3.3,11,13,0,0,1.57,H,4.6,3.4,4,H,1.6,Liverpool,5.5,2,M Halsey,E0,0,26/12/05,2005
171,13,3,0,West Brom,0,8,2,5,17,1,5,9,6,0,0,1.16,H,9,4.5,2,H,1.25,Man United,15,3,M Clattenburg,E0,0,26/12/05,2005
172,14,4,1,Blackburn,0,2,0,7,8,4,3.1,5,16,2,2,2.05,A,3.5,3.1,3,A,1.9,Middlesbrough,3.2,0,U Rennie,E0,0,26/12/05,2005
173,14,4,0,West Ham,0,6,1,14,11,3,3.1,9,10,1,1,2.3,H,2.6,3,5,D,2.4,Portsmouth,2.75,1,A Wiley,E0,1,26/12/05,2005
174,16,1,0,Bolton,0,1,0,8,11,1,3.1,7,12,0,3,4,D,1.8,3.1,4,D,3.8,Sunderland,1.8,0,M Atkinson,E0,0,26/12/05,2005
175,19,4,0,Birmingham,1,9,0,7,9,4,3.4,4,17,0,1,1.5,D,5.4,3.8,8,H,1.45,Tottenham,6,2,P Dowd,E0,0,26/12/05,2005
176,8,14,1,Man City,0,2,3,21,10,0,3.2,5,9,3,0,2.3,H,2.7,3,9,H,2.3,Wigan,2.62,4,D Gallagher,E0,0,26/12/05,2005
177,12,4,0,Portsmouth,0,3,4,6,6,0,5,4,13,0,1,1.22,H,9.5,4.8,1,H,1.22,Arsenal,9.5,4,M Clattenburg,E0,0,28/12/05,2005
178,13,5,1,Man United,0,4,1,11,11,0,3.6,5,13,2,0,6.5,D,1.45,3.8,4,D,5.4,Birmingham,1.44,2,H Webb,E0,0,28/12/05,2005
179,23,5,2,Liverpool,0,5,1,12,10,4,3.1,6,20,3,2,4.5,A,1.75,3.2,2,A,4,Everton,1.72,1,G Poll,E0,2,28/12/05,2005
180,13,4,1,Aston Villa,0,6,2,9,6,0,3.1,3,12,3,4,2,H,3.1,3,10,D,2.1,Fulham,3.3,3,A D'Urso,E0,0,28/12/05,2005
181,20,4,0,Chelsea,0,1,0,11,5,1,3.5,2,12,1,1,5.5,D,1.55,3.5,4,A,4.8,Man City,1.53,0,U Rennie,E0,0,28/12/05,2005
182,16,7,0,Tottenham,0,4,1,7,6,0,3.1,5,12,0,0,3.1,H,2.1,3,3,H,3.1,West Brom,2.1,2,M Riley,E0,0,28/12/05,2005
183,14,4,2,Wigan,0,5,0,8,4,1,3.2,1,15,2,1,2.05,A,3.1,3,3,A,2.1,West Ham,3.1,0,S Bennett,E0,0,28/12/05,2005
184,19,3,0,Arsenal,0,10,0,10,11,1,3.3,5,11,0,1,4.5,D,1.7,3.2,1,D,4.2,Aston Villa,1.66,0,U Rennie,E0,0,31/12/05,2005
185,15,3,0,West Ham,0,6,1,8,14,1,3.1,7,8,0,0,2.15,H,2.9,3,13,H,2.2,Charlton,3,2,G Poll,E0,0,31/12/05,2005
186,11,3,0,Birmingham,0,5,2,9,12,1,5.5,8,8,0,0,1.14,H,12,6,4,H,1.15,Chelsea,15,2,M Dean,E0,0,31/12/05,2005
187,8,0,0,West Brom,0,10,0,4,27,0,4.5,13,12,0,0,1.25,D,9,4.5,1,H,1.25,Liverpool,10,1,A Wiley,E0,0,31/12/05,2005
188,9,2,1,Bolton,0,7,2,4,18,2,3.75,9,22,1,5,1.36,H,7,4,1,H,1.37,Man United,8,4,S Bennett,E0,0,31/12/05,2005
189,6,3,0,Man City,0,4,0,8,12,0,3.2,4,12,0,1,2.25,D,2.7,3,7,D,2.3,Middlesbrough,2.75,0,M Atkinson,E0,0,31/12/05,2005
190,14,4,0,Fulham,0,8,1,9,17,1,3.2,7,7,0,2,2.15,H,2.7,3,8,H,2.3,Portsmouth,2.9,1,M Riley,E0,0,31/12/05,2005
191,6,5,0,Everton,0,8,0,9,13,1,3.1,6,7,1,1,2.5,D,2.6,3,5,A,2.4,Sunderland,2.5,0,R Styles,E0,0,31/12/05,2005
192,13,4,0,Newcastle,0,5,1,9,13,0,3.25,3,11,0,1,1.72,H,3.8,3.1,3,H,1.8,Tottenham,4.2,2,H Webb,E0,0,31/12/05,2005
193,9,7,1,Blackburn,0,2,0,13,9,1,3.1,4,13,3,1,2.15,A,3.2,3.1,7,A,2,Wigan,3,0,M Clattenburg,E0,0,31/12/05,2005
194,9,2,0,Wigan,0,8,2,6,8,1,3.1,4,16,0,2,2.4,H,2.7,3,3,H,2.3,Birmingham,2.6,2,P Walton,E0,0,02/01/06,2005
195,11,4,1,Portsmouth,0,4,2,8,12,1,3.3,7,12,1,4,1.61,H,4.8,3.5,6,H,1.55,Blackburn,5,2,M Dean,E0,0,02/01/06,2005
196,16,7,0,Liverpool,0,3,1,15,12,2,3.1,7,14,2,3,3.3,H,2,3.1,5,D,3.2,Bolton,2,2,M Clattenburg,E0,0,02/01/06,2005
197,13,4,1,Charlton,0,5,2,11,13,0,3.1,6,14,1,2,2.3,H,2.9,3,2,H,2.2,Everton,2.75,3,U Rennie,E0,0,02/01/06,2005
198,9,7,1,Sunderland,1,6,1,10,12,2,3.3,9,14,1,2,1.57,D,4.8,3.5,6,H,1.55,Fulham,5.5,2,D Gallagher,E0,0,02/01/06,2005
199,14,3,0,Middlesbrough,0,5,1,8,10,0,3,5,13,2,2,1.9,H,3.1,3,2,D,2.1,Newcastle,3.75,2,S Bennett,E0,0,02/01/06,2005
200,9,7,0,Aston Villa,0,7,0,13,9,2,3,5,13,2,3,2.37,D,2.7,3,6,A,2.3,West Brom,2.7,1,R Styles,E0,0,02/01/06,2005
201,10,10,1,Chelsea,0,2,0,17,6,1,3.75,3,11,3,3,8,A,1.4,3.9,5,A,6,West Ham,1.36,1,H Webb,E0,0,02/01/06,2005
202,17,6,0,Man United,0,6,0,16,8,2,3.1,5,13,0,3,2.5,D,2.6,3,9,D,2.4,Arsenal,2.5,0,G Poll,E0,0,03/01/06,2005
203,8,2,1,Tottenham,0,12,0,8,13,2,3.1,3,11,2,2,2.37,A,2.5,3,8,A,2.5,Man City,2.62,0,A Wiley,E0,0,04/01/06,2005
204,12,2,0,Middlesbrough,1,4,4,5,24,1,4,17,14,0,2,1.33,H,8,4.2,6,H,1.33,Arsenal,8,7,R Styles,E0,0,14/01/06,2005
205,15,7,0,West Ham,0,4,1,10,14,1,3.2,8,21,2,3,1.83,H,4,3.2,10,A,1.8,Aston Villa,3.75,1,P Dowd,E0,0,14/01/06,2005
206,21,1,0,Bolton,1,11,0,3,18,2,3.1,3,16,0,5,2.15,D,3,3.1,1,D,2.2,Blackburn,3,0,M Riley,E0,0,14/01/06,2005
207,16,5,0,Birmingham,0,2,1,14,11,0,3,4,12,0,0,1.95,H,3.7,3.3,7,H,1.85,Charlton,3.6,2,G Poll,E0,0,14/01/06,2005
208,9,4,0,Newcastle,0,5,0,6,12,0,3.2,5,13,0,2,2.05,D,3.1,3.2,10,H,2.1,Fulham,3.1,1,A Wiley,E0,0,14/01/06,2005
209,8,2,0,Tottenham,1,10,0,6,16,0,3.3,12,12,0,1,1.61,D,4.7,3.4,7,H,1.65,Liverpool,5,1,D Gallagher,E0,0,14/01/06,2005
210,19,4,0,Man United,1,3,2,13,12,2,3.1,7,18,1,1,4.5,H,1.75,3.3,3,H,4.2,Man City,1.72,3,S Bennett,E0,0,14/01/06,2005
211,21,3,1,Everton,0,4,0,9,14,2,3.1,8,13,1,2,2.1,A,2.8,3.1,8,A,2.3,Portsmouth,3.1,0,A Marriner,E0,0,14/01/06,2005
212,13,13,1,Chelsea,1,4,1,21,10,1,5,7,8,2,2,15,D,1.22,5,3,A,10,Sunderland,1.16,1,C Foy,E0,0,15/01/06,2005
213,14,6,0,West Brom,1,6,0,7,27,0,3,12,16,1,3,1.8,D,4.5,3.3,5,A,1.7,Wigan,4.2,0,M Atkinson,E0,0,15/01/06,2005
214,11,4,0,Portsmouth,0,7,2,10,9,1,3.1,6,23,0,1,2.05,H,3.6,3.2,2,H,1.9,Birmingham,3.2,5,C Foy,E0,0,21/01/06,2005
215,8,2,0,Man City,0,4,2,9,11,2,3,6,17,0,2,2.2,H,2.8,3.1,5,H,2.3,Bolton,3,2,R Styles,E0,0,21/01/06,2005
216,19,5,0,Arsenal,1,5,1,14,9,4,3.2,3,17,0,2,4.5,H,1.7,3.3,6,H,4.5,Everton,1.7,1,A Wiley,E0,0,21/01/06,2005
217,9,10,2,Wigan,0,8,0,16,7,0,3.1,4,11,3,2,2.2,A,3.1,3.2,8,A,2.1,Middlesbrough,2.87,2,A Marriner,E0,0,21/01/06,2005
218,12,2,0,Blackburn,0,4,0,6,12,0,3.1,3,12,1,2,2.25,D,2.8,3.1,4,A,2.3,Newcastle,2.8,0,H Webb,E0,0,21/01/06,2005
219,10,1,0,Aston Villa,1,9,0,4,21,0,3.3,13,15,0,2,1.66,D,4.5,3.3,2,D,1.7,Tottenham,4.5,0,G Poll,E0,0,21/01/06,2005
220,13,2,0,Sunderland,0,6,0,7,10,0,3.3,5,16,1,3,1.61,D,4.2,3.3,2,A,1.75,West Brom,5,0,P Dowd,E0,0,21/01/06,2005
221,10,5,0,Charlton,0,6,1,9,12,2,6,7,13,1,1,1.14,H,12,5,0,D,1.2,Chelsea,12,1,S Bennett,E0,1,22/01/06,2005
222,15,7,0,Liverpool,0,1,0,11,7,2,3,4,17,0,3,2.1,D,3.1,3,2,H,2.2,Man United,3.2,1,M Riley,E0,0,22/01/06,2005
223,16,6,0,Fulham,0,4,2,12,9,2,3,5,12,1,2,2.05,H,3,3.1,7,H,2.2,West Ham,3.3,2,U Rennie,E0,0,23/01/06,2005
224,8,6,0,West Brom,0,3,0,12,12,2,3.2,9,18,0,4,1.7,D,4,3.2,5,D,1.8,Charlton,4.5,0,I Williamson,E0,1,31/01/06,2005
225,9,3,0,Tottenham,1,3,0,7,12,1,3.1,8,11,0,3,2.62,D,2.4,3.1,9,H,2.7,Fulham,2.37,1,H Webb,E0,0,31/01/06,2005
226,18,4,2,Middlesbrough,0,2,0,7,14,1,3.1,7,9,3,1,2.62,A,2.5,3.1,5,A,2.6,Sunderland,2.37,0,A Wiley,E0,0,31/01/06,2005
227,15,6,1,Everton,1,5,1,8,14,1,3.1,6,15,1,1,2.15,D,3,3.1,5,D,2.2,Wigan,3,1,M Dean,E0,1,31/01/06,2005
228,6,4,2,West Ham,0,12,1,4,16,1,4.5,10,15,3,1,1.28,A,7.5,4.2,2,A,1.35,Arsenal,8,2,M Halsey,E0,0,01/02/06,2005
229,6,5,1,Chelsea,0,5,0,11,6,1,3.75,2,15,1,3,7,A,1.5,3.8,4,D,5.5,Aston Villa,1.4,1,R Styles,E0,0,01/02/06,2005
230,23,6,1,Man United,1,2,3,12,7,3,3.1,4,17,3,3,4,H,1.9,3.2,2,H,3.6,Blackburn,1.8,4,P Dowd,E0,0,01/02/06,2005
231,13,2,0,Birmingham,1,11,0,3,24,0,4.5,10,12,1,0,1.28,D,8.5,4.4,3,D,1.3,Liverpool,8,1,U Rennie,E0,0,01/02/06,2005
232,13,1,0,Newcastle,0,3,2,4,14,1,3.2,8,10,0,1,1.83,H,3.8,3.2,3,H,1.85,Man City,3.75,3,C Foy,E0,0,01/02/06,2005
233,12,2,0,Bolton,0,6,0,8,13,0,3.2,5,9,1,0,2.75,D,2.3,3.1,4,D,2.8,Portsmouth,2.25,1,D Gallagher,E0,0,01/02/06,2005
234,18,6,1,Arsenal,0,6,0,9,13,2,3.2,5,21,2,3,3.5,A,2,3.2,6,A,3.3,Birmingham,1.9,0,M Riley,E0,1,04/02/06,2005
235,12,4,0,Wigan,0,4,0,7,12,0,3.2,9,12,1,4,1.83,D,3.6,3.2,1,D,1.9,Bolton,3.75,1,S Bennett,E0,0,04/02/06,2005
236,13,3,0,Man City,1,9,1,7,10,0,3.1,5,19,0,3,2.05,H,3.2,3.1,5,H,2.1,Everton,3.2,1,A Marriner,E0,0,04/02/06,2005
237,10,7,2,Fulham,0,8,3,10,21,4,4.5,14,14,2,2,1.28,H,8.5,4.4,5,H,1.3,Man United,8,4,M Atkinson,E0,0,04/02/06,2005
238,14,5,2,Aston Villa,0,6,0,10,9,3,3.2,4,12,4,1,2.25,A,2.8,3.1,5,A,2.3,Middlesbrough,2.75,0,L Mason,E0,0,04/02/06,2005
239,9,1,0,Portsmouth,0,7,1,3,14,0,3.3,10,8,0,1,1.72,H,4.3,3.4,1,H,1.7,Newcastle,4.2,2,M Halsey,E0,0,04/02/06,2005
240,16,4,0,Blackburn,0,4,2,10,9,1,3.1,5,10,0,1,2.62,H,2.5,3.1,7,H,2.6,West Brom,2.37,2,C Foy,E0,0,04/02/06,2005
241,13,3,0,Sunderland,1,6,0,7,11,1,3.6,7,11,0,3,1.44,D,5,3.7,5,H,1.55,West Ham,6.5,2,R Styles,E0,0,04/02/06,2005
242,14,2,0,Liverpool,1,5,1,12,10,1,2.9,6,17,0,2,1.8,H,4,3.2,5,H,1.8,Chelsea,4.5,2,A Wiley,E0,0,05/02/06,2005
243,13,5,0,Charlton,0,5,2,7,14,0,3.3,10,13,1,3,1.61,H,4.2,3.3,2,H,1.75,Tottenham,5,3,P Dowd,E0,0,05/02/06,2005
244,12,5,0,Liverpool,0,1,2,13,6,2,3.3,2,13,0,2,5,H,1.7,3.4,10,H,4.3,Charlton,1.61,2,A Marriner,E0,0,08/02/06,2005
245,14,3,1,Bolton,0,8,0,5,16,2,3.5,10,12,1,2,1.53,A,5,3.7,6,D,1.55,Arsenal,5.5,1,H Webb,E0,0,11/02/06,2005
246,23,6,2,Newcastle,1,11,1,9,13,4,3.2,7,20,2,2,2,A,3.3,3.2,7,A,2,Aston Villa,3.2,1,M Riley,E0,0,11/02/06,2005
247,8,5,0,Blackburn,0,6,1,18,5,4,3.1,2,14,0,2,2.1,H,2.8,3.1,10,H,2.3,Everton,3.1,1,P Walton,E0,1,11/02/06,2005
248,19,6,0,West Brom,0,4,2,11,11,3,3.3,7,14,1,2,1.66,H,3.8,3.2,7,H,1.85,Fulham,4.5,6,G Poll,E0,0,11/02/06,2005
249,17,10,0,Chelsea,0,5,2,17,7,0,4,6,7,0,3,7,H,1.4,4,9,H,6.5,Middlesbrough,1.36,3,S Bennett,E0,0,11/02/06,2005
250,12,4,3,Man United,0,16,0,6,15,0,3.4,6,16,3,0,6,A,1.55,3.7,2,A,5,Portsmouth,1.5,1,U Rennie,E0,0,11/02/06,2005
251,8,6,1,Liverpool,0,4,0,7,5,2,3.1,1,3,1,0,3.6,A,2,3.2,3,A,3.3,Wigan,1.9,0,R Styles,E0,0,11/02/06,2005
252,12,7,0,Charlton,0,11,1,12,16,0,3.3,10,15,2,0,1.8,H,3.8,3.2,1,H,1.85,Man City,3.75,3,M Dean,E0,0,12/02/06,2005
253,16,7,1,Tottenham,0,5,0,10,9,2,3.5,5,9,1,1,5.5,A,1.65,3.5,0,D,4.5,Sunderland,1.53,1,A Marriner,E0,0,12/02/06,2005
254,10,7,0,Birmingham,0,4,1,17,13,0,3.1,8,7,0,2,1.72,H,4,3.2,6,H,1.8,West Ham,4.5,3,D Gallagher,E0,0,13/02/06,2005
255,12,2,0,Arsenal,0,13,0,6,22,0,3,9,15,0,1,2,D,3.3,3.2,1,H,2,Liverpool,3.4,1,G Poll,E0,0,14/02/06,2005
256,16,1,0,Sunderland,0,6,1,5,12,1,4,6,19,0,2,1.36,H,6,3.9,2,H,1.45,Blackburn,7,2,K Stroud,E0,0,15/02/06,2005
257,12,5,1,Wigan,0,4,1,8,10,1,3.2,4,14,2,1,1.7,D,4.3,3.4,3,D,1.7,Tottenham,4.5,2,U Rennie,E0,0,19/02/06,2005
258,13,4,0,Charlton,0,5,0,7,13,1,3.1,8,13,0,2,1.8,D,3.8,3.2,6,D,1.85,Newcastle,4,0,U Rennie,E0,0,22/02/06,2005
259,13,4,0,Sunderland,0,6,1,8,14,0,3.3,7,14,0,3,1.61,H,4.3,3.4,2,H,1.7,Birmingham,5,1,S Bennett,E0,0,25/02/06,2005
260,23,3,0,Arsenal,0,3,1,10,6,3,3.2,2,10,0,2,2.75,H,2.3,3.1,5,H,2.8,Blackburn,2.25,1,U Rennie,E0,0,25/02/06,2005
261,9,7,0,Aston Villa,0,1,0,11,13,0,3.1,6,9,0,1,2.05,D,3,3.1,8,D,2.2,Charlton,3.2,0,C Foy,E0,0,25/02/06,2005
262,7,1,0,Portsmouth,0,6,0,5,17,0,6,8,13,0,1,1.12,D,13,6,7,H,1.15,Chelsea,15,2,M Riley,E0,0,25/02/06,2005
263,26,6,0,Everton,0,6,0,12,18,1,3.1,10,15,0,1,2.05,D,3,3.1,4,H,2.2,Newcastle,3.2,2,G Poll,E0,0,25/02/06,2005
264,13,6,1,Fulham,0,8,1,10,13,1,3.1,5,13,1,1,1.72,D,3.8,3.2,5,H,1.85,Bolton,4.5,2,P Dowd,E0,0,26/02/06,2005
265,4,3,0,Man City,1,12,1,6,20,0,3.4,12,16,0,2,1.5,H,5,3.7,2,H,1.55,Liverpool,6,1,D Gallagher,E0,0,26/02/06,2005
266,7,4,2,Middlesbrough,0,6,0,5,17,0,3.1,9,14,2,2,2.3,A,2.7,3.1,3,A,2.4,West Brom,2.75,0,M Dean,E0,1,26/02/06,2005
267,15,6,0,Portsmouth,0,16,1,11,17,1,3.3,8,14,0,1,1.61,H,4.3,3.4,10,H,1.7,Aston Villa,5,1,M Dean,E0,0,04/03/06,2005
268,11,11,2,Arsenal,0,0,0,18,7,0,3.1,4,15,4,1,2.87,A,2.3,3.1,7,A,2.8,Fulham,2.2,0,R Styles,E0,0,04/03/06,2005
269,5,1,0,Charlton,0,12,0,3,21,1,3.75,10,14,0,1,1.4,D,5.5,3.8,5,D,1.5,Liverpool,7,0,M Atkinson,E0,0,04/03/06,2005
270,12,5,0,Birmingham,0,3,1,14,12,0,3.2,6,12,0,0,1.83,H,3.8,3.2,4,H,1.85,Middlesbrough,3.75,1,G Poll,E0,0,04/03/06,2005
271,18,3,0,Bolton,0,11,2,11,9,2,3.1,5,13,1,1,2.2,H,3,3.1,5,H,2.2,Newcastle,2.87,3,A Wiley,E0,0,04/03/06,2005
272,12,5,0,Chelsea,1,6,0,7,6,1,4.2,2,10,2,0,7.5,D,1.43,3.9,4,A,6.5,West Brom,1.33,1,M Halsey,E0,0,04/03/06,2005
273,12,5,1,Everton,0,1,2,13,7,3,3.1,3,10,2,3,1.9,H,3.2,3.1,9,D,2.1,West Ham,3.6,2,M Riley,E0,0,04/03/06,2005
274,11,3,1,Sunderland,1,6,2,6,15,1,3.75,7,16,1,3,1.36,H,6,3.9,3,H,1.45,Man City,8,2,C Foy,E0,0,05/03/06,2005
275,14,4,1,Blackburn,0,6,2,6,10,2,3.1,5,12,2,3,1.9,H,3.6,3.2,9,H,1.9,Tottenham,3.6,3,H Webb,E0,0,05/03/06,2005
276,22,2,0,Man United,0,6,0,9,18,5,3.3,7,13,2,3,4.5,D,1.75,3.3,2,A,4.2,Wigan,1.66,1,S Bennett,E0,0,06/03/06,2005
277,12,4,0,West Brom,0,6,0,10,6,2,3,1,22,1,3,1.9,D,3.3,3.2,11,D,2,Birmingham,3.75,1,P Dowd,E0,0,11/03/06,2005
278,10,5,0,Aston Villa,0,3,0,12,12,0,3.25,5,16,0,1,1.72,D,3.8,3.2,6,H,1.85,Blackburn,4.2,2,D Gallagher,E0,0,11/03/06,2005
279,12,5,0,West Ham,0,7,3,9,19,1,3.25,10,18,1,5,1.95,H,3.2,3.1,6,H,2.1,Bolton,3.3,4,M Dean,E0,0,11/03/06,2005
280,11,3,1,Tottenham,0,4,1,4,13,2,4,10,16,1,0,1.36,D,5.5,3.8,4,H,1.5,Chelsea,7,2,G Poll,E0,0,11/03/06,2005
281,15,3,0,Fulham,0,8,2,8,15,2,3.25,7,12,1,2,1.72,H,4,3.2,4,H,1.8,Everton,4.2,3,U Rennie,E0,0,11/03/06,2005
282,11,4,0,Man City,0,8,0,9,12,0,3.1,5,7,1,0,2.62,D,2.5,3.1,1,H,2.6,Portsmouth,2.37,2,M Halsey,E0,0,11/03/06,2005
283,14,2,1,Wigan,0,5,0,5,13,1,3.2,9,13,1,0,2.75,A,2.3,3.2,2,A,2.7,Sunderland,2.25,0,M Riley,E0,0,11/03/06,2005
284,8,3,0,Liverpool,1,5,1,8,11,0,3,4,18,1,2,2.2,H,3.1,3,0,H,2.2,Arsenal,3,2,S Bennett,E0,0,12/03/06,2005
285,16,7,0,Middlesbrough,0,0,0,9,5,2,3.25,3,20,1,1,1.95,D,3.1,3,4,H,2.2,Charlton,3.3,2,A Wiley,E0,0,12/03/06,2005
286,6,2,0,Newcastle,0,5,2,5,28,0,3.75,12,11,0,1,1.4,H,6.5,4,7,H,1.4,Man United,7,2,R Styles,E0,0,12/03/06,2005
287,8,4,1,Fulham,0,8,2,8,19,0,4.2,10,12,1,3,1.3,H,7.5,3.9,2,H,1.37,Liverpool,8.5,5,A Wiley,E0,0,15/03/06,2005
288,6,1,0,Charlton,0,8,2,2,16,0,4.5,9,10,0,1,1.28,H,8.5,4.4,1,H,1.3,Arsenal,8,3,D Gallagher,E0,0,18/03/06,2005
289,11,6,0,Tottenham,0,10,0,9,6,2,3,4,9,2,0,3,D,2.4,3,4,A,2.8,Birmingham,2.2,0,U Rennie,E0,0,18/03/06,2005
290,11,5,1,Middlesbrough,0,6,2,7,5,3,3.2,3,11,2,3,1.7,H,4.3,3.4,4,H,1.7,Blackburn,4.5,3,C Foy,E0,1,18/03/06,2005
291,9,3,0,Sunderland,0,7,0,6,16,1,4,7,18,0,4,1.33,D,8.5,4.4,6,H,1.3,Bolton,8,2,P Dowd,E0,0,18/03/06,2005
292,6,7,0,Aston Villa,0,4,3,9,12,1,3.1,7,11,1,3,1.8,H,3.6,3.2,9,H,1.9,Everton,4,4,R Styles,E0,0,18/03/06,2005
293,12,4,0,Wigan,0,6,0,10,7,2,3.1,1,14,1,0,1.9,D,3.2,3.1,7,A,2.1,Man City,3.6,0,M Atkinson,E0,0,18/03/06,2005
294,12,9,1,Man United,0,6,0,20,8,1,3.6,3,12,2,3,6.5,A,1.55,3.7,8,A,5,West Brom,1.44,1,H Webb,E0,0,18/03/06,2005
295,13,8,3,Portsmouth,0,5,0,12,13,1,3.2,6,12,4,1,1.83,A,3.3,3.2,4,A,2,West Ham,3.75,2,A Wiley,E0,0,18/03/06,2005
296,12,4,0,Chelsea,1,0,1,10,7,1,3.6,4,13,0,4,6.5,H,1.5,3.8,16,H,5.5,Fulham,1.44,1,M Dean,E0,0,19/03/06,2005
297,21,6,2,Liverpool,0,2,1,12,8,2,3,4,18,3,3,2.87,A,2.3,3.1,1,A,2.8,Newcastle,2.25,1,M Riley,E0,1,19/03/06,2005
