,HTAG,HF,FTR,FTAG,AY,AR,HST,HS,Date,AC,AF,HR,FTHG,IWA,HC,AwayTeam,HTHG,IWD,Div,WHH,WHD,IWH,AS,HTR,HY,WHA,AST,Referee,HomeTeam,SeasonDate
144,2,20,A,5,3,0,4,10,04/12/05,4,14,0,2,2.7,8,Man City,1,3,E0,2.3,3.1,2.3,17,A,2,2.75,9,P Dowd,Charlton,2005
145,2,12,A,2,1,0,6,14,05/12/05,8,5,0,1,2.6,11,West Ham,1,3,E0,2.25,3.1,2.4,10,A,1,2.8,4,M Atkinson,Birmingham,2005
146,0,12,H,0,0,0,7,11,10/12/05,2,10,0,1,2.7,2,Fulham,0,3,E0,2.2,3.1,2.3,7,D,0,2.87,3,U Rennie,Birmingham,2005
147,1,13,H,2,6,0,5,14,10/12/05,1,14,0,3,3.2,4,West Ham,0,3.1,E0,1.95,3.1,2,6,A,3,3.5,3,M Riley,Blackburn,2005
148,0,16,D,1,4,0,7,13,10/12/05,3,22,0,1,3.8,6,Aston Villa,0,3.1,E0,1.8,3.1,1.8,6,D,2,4,3,P Dowd,Bolton,2005
149,0,11,H,0,2,0,8,14,10/12/05,6,16,0,2,4.6,3,Sunderland,1,3.4,E0,1.66,3.1,1.6,14,H,0,5,6,A Wiley,Charlton,2005
150,0,16,H,0,1,0,8,11,10/12/05,1,10,0,1,9.5,5,Wigan,0,4.8,E0,1.14,5.5,1.22,4,D,1,15,1,H Webb,Chelsea,2005
151,0,10,H,0,2,1,13,23,10/12/05,2,18,0,2,4.8,11,Middlesbrough,0,3.5,E0,1.57,3.1,1.55,6,D,1,6,3,S Bennett,Liverpool,2005
152,0,23,H,0,1,1,4,8,10/12/05,4,13,0,1,1.85,5,Arsenal,0,3.1,E0,3.75,3.2,3.6,6,D,2,1.83,3,D Gallagher,Newcastle,2005
153,0,17,H,0,4,1,4,11,10/12/05,6,13,0,2,2.5,4,Man City,1,3,E0,2.87,3,2.5,8,H,1,2.25,2,M Dean,West Brom,2005
154,1,12,D,1,2,0,12,21,11/12/05,0,11,0,1,7.5,9,Everton,1,4,E0,1.28,4,1.33,7,D,1,10,5,R Styles,Man United,2005
155,1,6,H,1,0,0,9,16,12/12/05,3,19,0,3,5.4,6,Portsmouth,0,3.8,E0,1.4,3.5,1.45,8,A,0,8,5,U Rennie,Tottenham,2005
156,1,10,A,2,1,0,3,12,14/12/05,9,11,0,1,3.5,4,West Ham,1,3.1,E0,2.1,3.2,1.9,7,D,2,3,2,P Walton,Everton,2005
157,0,12,H,0,1,0,9,12,14/12/05,7,6,0,4,7.5,7,Wigan,2,4,E0,1.25,4.5,1.33,15,H,1,10,7,A Wiley,Man United,2005
158,1,19,A,2,0,0,7,11,17/12/05,6,16,0,0,1.75,2,Man United,0,3.2,E0,4.5,3.1,4,17,A,1,1.72,10,M Dean,Aston Villa,2005
159,1,13,A,4,2,0,10,13,17/12/05,0,15,0,0,2.7,10,Bolton,0,3,E0,2.25,3.2,2.3,7,A,2,2.75,5,A Wiley,Everton,2005
160,0,12,H,1,4,0,5,8,17/12/05,12,13,0,2,2.9,8,Blackburn,1,3,E0,2.15,3,2.2,10,H,4,3.1,4,M Clattenburg,Fulham,2005
161,0,19,H,1,2,1,9,17,17/12/05,5,12,0,4,4.2,7,Birmingham,3,3.2,E0,1.8,2.9,1.7,6,H,2,4.5,2,S Bennett,Man City,2005
162,0,15,H,0,1,0,4,5,17/12/05,8,7,0,1,2.9,6,West Brom,0,3,E0,2.1,3,2.2,4,D,1,3.2,2,M Halsey,Portsmouth,2005
163,2,9,A,4,3,0,7,11,17/12/05,2,16,0,2,2.6,3,Newcastle,1,3,E0,2.3,3.1,2.4,10,A,3,2.75,7,P Dowd,West Ham,2005
164,0,8,H,0,1,0,12,18,17/12/05,3,8,0,3,2.9,12,Charlton,1,3,E0,2.15,3.2,2.2,5,H,0,2.9,2,M Atkinson,Wigan,2005
165,1,13,A,2,4,0,5,7,18/12/05,5,18,0,0,2.3,5,Chelsea,0,2.9,E0,3,2.87,3.1,11,A,3,2.25,8,R Styles,Arsenal,2005
166,1,17,D,3,3,0,8,11,18/12/05,4,13,0,3,2.6,14,Tottenham,2,3,E0,2.37,3.1,2.4,8,H,2,2.62,5,H Webb,Middlesbrough,2005
167,0,12,H,0,0,0,7,12,26/12/05,9,11,0,4,3.1,4,Everton,1,3,E0,2.1,2.87,2.1,10,H,0,3.3,5,M Riley,Aston Villa,2005
168,0,16,A,1,2,0,0,8,26/12/05,10,10,1,0,1.7,4,Arsenal,0,3.2,E0,5.5,3.3,4.2,18,D,3,1.57,11,S Bennett,Charlton,2005
169,1,16,H,2,3,0,11,15,26/12/05,4,16,0,3,9.5,10,Fulham,2,4.8,E0,1.16,5.5,1.22,9,H,1,12,4,G Poll,Chelsea,2005
170,0,9,H,0,0,1,11,21,26/12/05,4,13,0,2,4.6,7,Newcastle,2,3.4,E0,1.57,3.3,1.6,2,H,1,5.5,2,M Halsey,Liverpool,2005
171,0,13,H,0,0,0,9,17,26/12/05,2,6,0,3,9,8,West Brom,2,4.5,E0,1.16,5,1.25,5,H,1,15,3,M Clattenburg,Man United,2005
172,1,14,A,2,2,0,5,8,26/12/05,3,16,0,0,3.5,2,Blackburn,0,3.1,E0,2.05,3.1,1.9,7,A,4,3.2,4,U Rennie,Middlesbrough,2005
173,0,14,D,1,1,0,9,11,26/12/05,5,10,1,1,2.6,6,West Ham,1,3,E0,2.3,3.1,2.4,14,H,3,2.75,4,A Wiley,Portsmouth,2005
174,0,16,D,0,3,0,7,11,26/12/05,4,12,0,0,1.8,1,Bolton,0,3.1,E0,4,3.1,3.8,8,D,1,1.8,1,M Atkinson,Sunderland,2005
175,0,19,H,0,1,1,4,9,26/12/05,8,17,0,2,5.4,9,Birmingham,0,3.8,E0,1.5,3.4,1.45,7,D,4,6,4,P Dowd,Tottenham,2005
176,1,8,H,3,0,0,5,10,26/12/05,9,9,0,4,2.7,2,Man City,3,3,E0,2.3,3.2,2.3,21,H,0,2.62,14,D Gallagher,Wigan,2005
177,0,12,H,0,1,0,4,6,28/12/05,1,13,0,4,9.5,3,Portsmouth,4,4.8,E0,1.22,5,1.22,6,H,0,9.5,4,M Clattenburg,Arsenal,2005
178,1,13,D,2,0,0,5,11,28/12/05,4,13,0,2,1.45,4,Man United,1,3.8,E0,6.5,3.6,5.4,11,D,0,1.44,5,H Webb,Birmingham,2005
179,2,23,A,3,2,0,6,10,28/12/05,2,20,2,1,1.75,5,Liverpool,1,3.2,E0,4.5,3.1,4,12,A,4,1.72,5,G Poll,Everton,2005
180,1,13,D,3,4,0,3,6,28/12/05,10,12,0,3,3.1,6,Aston Villa,2,3,E0,2,3.1,2.1,9,H,0,3.3,4,A D'Urso,Fulham,2005
181,0,20,A,1,1,0,2,5,28/12/05,4,12,0,0,1.55,1,Chelsea,0,3.5,E0,5.5,3.5,4.8,11,D,1,1.53,4,U Rennie,Man City,2005
182,0,16,H,0,0,0,5,6,28/12/05,3,12,0,2,2.1,4,Tottenham,1,3,E0,3.1,3.1,3.1,7,H,0,2.1,7,M Riley,West Brom,2005
183,2,14,A,2,1,0,1,4,28/12/05,3,15,0,0,3.1,5,Wigan,0,3,E0,2.05,3.2,2.1,8,A,1,3.1,4,S Bennett,West Ham,2005
184,0,19,D,0,1,0,5,11,31/12/05,1,11,0,0,1.7,10,Arsenal,0,3.2,E0,4.5,3.3,4.2,10,D,1,1.66,3,U Rennie,Aston Villa,2005
185,0,15,H,0,0,0,7,14,31/12/05,13,8,0,2,2.9,6,West Ham,1,3,E0,2.15,3.1,2.2,8,H,1,3,3,G Poll,Charlton,2005
186,0,11,H,0,0,0,8,12,31/12/05,4,8,0,2,12,5,Birmingham,2,6,E0,1.14,5.5,1.15,9,H,1,15,3,M Dean,Chelsea,2005
187,0,8,H,0,0,0,13,27,31/12/05,1,12,0,1,9,10,West Brom,0,4.5,E0,1.25,4.5,1.25,4,D,0,10,0,A Wiley,Liverpool,2005
188,1,9,H,1,5,0,9,18,31/12/05,1,22,0,4,7,7,Bolton,2,4,E0,1.36,3.75,1.37,4,H,2,8,2,S Bennett,Man United,2005
189,0,6,D,0,1,0,4,12,31/12/05,7,12,0,0,2.7,4,Man City,0,3,E0,2.25,3.2,2.3,8,D,0,2.75,3,M Atkinson,Middlesbrough,2005
190,0,14,H,0,2,0,7,17,31/12/05,8,7,0,1,2.7,8,Fulham,1,3,E0,2.15,3.2,2.3,9,H,1,2.9,4,M Riley,Portsmouth,2005
191,0,6,A,1,1,0,6,13,31/12/05,5,7,0,0,2.6,8,Everton,0,3,E0,2.5,3.1,2.4,9,D,1,2.5,5,R Styles,Sunderland,2005
192,0,13,H,0,1,0,3,13,31/12/05,3,11,0,2,3.8,5,Newcastle,1,3.1,E0,1.72,3.25,1.8,9,H,0,4.2,4,H Webb,Tottenham,2005
193,1,9,A,3,1,0,4,9,31/12/05,7,13,0,0,3.2,2,Blackburn,0,3.1,E0,2.15,3.1,2,13,A,1,3,7,M Clattenburg,Wigan,2005
194,0,9,H,0,2,0,4,8,02/01/06,3,16,0,2,2.7,8,Wigan,2,3,E0,2.4,3.1,2.3,6,H,1,2.6,2,P Walton,Birmingham,2005
195,1,11,H,1,4,0,7,12,02/01/06,6,12,0,2,4.8,4,Portsmouth,2,3.5,E0,1.61,3.3,1.55,8,H,1,5,4,M Dean,Blackburn,2005
196,0,16,D,2,3,0,7,12,02/01/06,5,14,0,2,2,3,Liverpool,1,3.1,E0,3.3,3.1,3.2,15,H,2,2,7,M Clattenburg,Bolton,2005
197,1,13,H,1,2,0,6,13,02/01/06,2,14,0,3,2.9,5,Charlton,2,3,E0,2.3,3.1,2.2,11,H,0,2.75,4,U Rennie,Everton,2005
198,1,9,H,1,2,1,9,12,02/01/06,6,14,0,2,4.8,6,Sunderland,1,3.5,E0,1.57,3.3,1.55,10,D,2,5.5,7,D Gallagher,Fulham,2005
199,0,14,D,2,2,0,5,10,02/01/06,2,13,0,2,3.1,5,Middlesbrough,1,3,E0,1.9,3,2.1,8,H,0,3.75,3,S Bennett,Newcastle,2005
200,0,9,A,2,3,0,5,9,02/01/06,6,13,0,1,2.7,7,Aston Villa,0,3,E0,2.37,3,2.3,13,D,2,2.7,7,R Styles,West Brom,2005
201,1,10,A,3,3,0,3,6,02/01/06,5,11,0,1,1.4,2,Chelsea,0,3.9,E0,8,3.75,6,17,A,1,1.36,10,H Webb,West Ham,2005
202,0,17,D,0,3,0,5,8,03/01/06,9,13,0,0,2.6,6,Man United,0,3,E0,2.5,3.1,2.4,16,D,2,2.5,6,G Poll,Arsenal,2005
203,1,8,A,2,2,0,3,13,04/01/06,8,11,0,0,2.5,12,Tottenham,0,3,E0,2.37,3.1,2.5,8,A,2,2.62,2,A Wiley,Man City,2005
204,0,12,H,0,2,1,17,24,14/01/06,6,14,0,7,8,4,Middlesbrough,4,4.2,E0,1.33,4,1.33,5,H,1,8,2,R Styles,Arsenal,2005
205,0,15,A,2,3,0,8,14,14/01/06,10,21,0,1,4,4,West Ham,1,3.2,E0,1.83,3.2,1.8,10,H,1,3.75,7,P Dowd,Aston Villa,2005
206,0,21,D,0,5,1,3,18,14/01/06,1,16,0,0,3,11,Bolton,0,3.1,E0,2.15,3.1,2.2,3,D,2,3,1,M Riley,Blackburn,2005
207,0,16,H,0,0,0,4,11,14/01/06,7,12,0,2,3.7,2,Birmingham,1,3.3,E0,1.95,3,1.85,14,H,0,3.6,5,G Poll,Charlton,2005
208,0,9,H,0,2,0,5,12,14/01/06,10,13,0,1,3.1,5,Newcastle,0,3.2,E0,2.05,3.2,2.1,6,D,0,3.1,4,A Wiley,Fulham,2005
209,0,8,H,0,1,1,12,16,14/01/06,7,12,0,1,4.7,10,Tottenham,0,3.4,E0,1.61,3.3,1.65,6,D,0,5,2,D Gallagher,Liverpool,2005
210,0,19,H,1,1,1,7,12,14/01/06,3,18,0,3,1.75,3,Man United,2,3.3,E0,4.5,3.1,4.2,13,H,2,1.72,4,S Bennett,Man City,2005
211,1,21,A,1,2,0,8,14,14/01/06,8,13,0,0,2.8,4,Everton,0,3.1,E0,2.1,3.1,2.3,9,A,2,3.1,3,A Marriner,Portsmouth,2005
212,1,13,A,2,2,1,7,10,15/01/06,3,8,0,1,1.22,4,Chelsea,1,5,E0,15,5,10,21,D,1,1.16,13,C Foy,Sunderland,2005
213,0,14,A,1,3,1,12,27,15/01/06,5,16,0,0,4.5,6,West Brom,0,3.3,E0,1.8,3,1.7,7,D,0,4.2,6,M Atkinson,Wigan,2005
214,0,11,H,0,1,0,6,9,21/01/06,2,23,0,5,3.6,7,Portsmouth,2,3.2,E0,2.05,3.1,1.9,10,H,1,3.2,4,C Foy,Birmingham,2005
215,0,8,H,0,2,0,6,11,21/01/06,5,17,0,2,2.8,4,Man City,2,3.1,E0,2.2,3,2.3,9,H,2,3,2,R Styles,Bolton,2005
216,0,19,H,0,2,1,3,9,21/01/06,6,17,0,1,1.7,5,Arsenal,1,3.3,E0,4.5,3.2,4.5,14,H,4,1.7,5,A Wiley,Everton,2005
217,2,9,A,3,2,0,4,7,21/01/06,8,11,0,2,3.1,8,Wigan,0,3.2,E0,2.2,3.1,2.1,16,A,0,2.87,10,A Marriner,Middlesbrough,2005
218,0,12,A,1,2,0,3,12,21/01/06,4,12,0,0,2.8,4,Blackburn,0,3.1,E0,2.25,3.1,2.3,6,D,0,2.8,2,H Webb,Newcastle,2005
219,0,10,D,0,2,1,13,21,21/01/06,2,15,0,0,4.5,9,Aston Villa,0,3.3,E0,1.66,3.3,1.7,4,D,0,4.5,1,G Poll,Tottenham,2005
220,0,13,A,1,3,0,5,10,21/01/06,2,16,0,0,4.2,6,Sunderland,0,3.3,E0,1.61,3.3,1.75,7,D,0,5,2,P Dowd,West Brom,2005
221,0,10,D,1,1,0,7,12,22/01/06,0,13,1,1,12,6,Charlton,1,5,E0,1.14,6,1.2,9,H,2,12,5,S Bennett,Chelsea,2005
222,0,15,H,0,3,0,4,7,22/01/06,2,17,0,1,3.1,1,Liverpool,0,3,E0,2.1,3,2.2,11,D,2,3.2,7,M Riley,Man United,2005
223,0,16,H,1,2,0,5,9,23/01/06,7,12,0,2,3,4,Fulham,2,3.1,E0,2.05,3,2.2,12,H,2,3.3,6,U Rennie,West Ham,2005
224,0,8,D,0,4,0,9,12,31/01/06,5,18,1,0,4,3,West Brom,0,3.2,E0,1.7,3.2,1.8,12,D,2,4.5,6,I Williamson,Charlton,2005
225,0,9,H,0,3,1,8,12,31/01/06,9,11,0,1,2.4,3,Tottenham,0,3.1,E0,2.62,3.1,2.7,7,D,1,2.37,3,H Webb,Fulham,2005
226,2,18,A,3,1,0,7,14,31/01/06,5,9,0,0,2.5,2,Middlesbrough,0,3.1,E0,2.62,3.1,2.6,7,A,1,2.37,4,A Wiley,Sunderland,2005
227,1,15,D,1,1,1,6,14,31/01/06,5,15,1,1,3,5,Everton,1,3.1,E0,2.15,3.1,2.2,8,D,1,3,6,M Dean,Wigan,2005
228,2,6,A,3,1,0,10,16,01/02/06,2,15,0,2,7.5,12,West Ham,1,4.2,E0,1.28,4.5,1.35,4,A,1,8,4,M Halsey,Arsenal,2005
229,1,6,D,1,3,0,2,6,01/02/06,4,15,0,1,1.5,5,Chelsea,0,3.8,E0,7,3.75,5.5,11,A,1,1.4,5,R Styles,Aston Villa,2005
230,1,23,H,3,3,1,4,7,01/02/06,2,17,0,4,1.9,2,Man United,3,3.2,E0,4,3.1,3.6,12,H,3,1.8,6,P Dowd,Blackburn,2005
231,0,13,D,1,0,1,10,24,01/02/06,3,12,0,1,8.5,11,Birmingham,0,4.4,E0,1.28,4.5,1.3,3,D,0,8,2,U Rennie,Liverpool,2005
232,0,13,H,0,1,0,8,14,01/02/06,3,10,0,3,3.8,3,Newcastle,2,3.2,E0,1.83,3.2,1.85,4,H,1,3.75,1,C Foy,Man City,2005
233,0,12,D,1,0,0,5,13,01/02/06,4,9,0,1,2.3,6,Bolton,0,3.1,E0,2.75,3.2,2.8,8,D,0,2.25,2,D Gallagher,Portsmouth,2005
234,1,18,A,2,3,0,5,13,04/02/06,6,21,1,0,2,6,Arsenal,0,3.2,E0,3.5,3.2,3.3,9,A,2,1.9,6,M Riley,Birmingham,2005
235,0,12,D,1,4,0,9,12,04/02/06,1,12,0,1,3.6,4,Wigan,0,3.2,E0,1.83,3.2,1.9,7,D,0,3.75,4,S Bennett,Bolton,2005
236,0,13,H,0,3,1,5,10,04/02/06,5,19,0,1,3.2,9,Man City,1,3.1,E0,2.05,3.1,2.1,7,H,0,3.2,3,A Marriner,Everton,2005
237,2,10,H,2,2,0,14,21,04/02/06,5,14,0,4,8.5,8,Fulham,3,4.4,E0,1.28,4.5,1.3,10,H,4,8,7,M Atkinson,Man United,2005
238,2,14,A,4,1,0,4,9,04/02/06,5,12,0,0,2.8,6,Aston Villa,0,3.1,E0,2.25,3.2,2.3,10,A,3,2.75,5,L Mason,Middlesbrough,2005
239,0,9,H,0,1,0,10,14,04/02/06,1,8,0,2,4.3,7,Portsmouth,1,3.4,E0,1.72,3.3,1.7,3,H,0,4.2,1,M Halsey,Newcastle,2005
240,0,16,H,0,1,0,5,9,04/02/06,7,10,0,2,2.5,4,Blackburn,2,3.1,E0,2.62,3.1,2.6,10,H,1,2.37,4,C Foy,West Brom,2005
241,0,13,H,0,3,1,7,11,04/02/06,5,11,0,2,5,6,Sunderland,0,3.7,E0,1.44,3.6,1.55,7,D,1,6.5,3,R Styles,West Ham,2005
242,0,14,H,0,2,1,6,10,05/02/06,5,17,0,2,4,5,Liverpool,1,3.2,E0,1.8,2.9,1.8,12,H,1,4.5,2,A Wiley,Chelsea,2005
243,0,13,H,1,3,0,10,14,05/02/06,2,13,0,3,4.2,5,Charlton,2,3.3,E0,1.61,3.3,1.75,7,H,0,5,5,P Dowd,Tottenham,2005
244,0,12,H,0,2,0,2,6,08/02/06,10,13,0,2,1.7,1,Liverpool,2,3.4,E0,5,3.3,4.3,13,H,2,1.61,5,A Marriner,Charlton,2005
245,1,14,D,1,2,0,10,16,11/02/06,6,12,0,1,5,8,Bolton,0,3.7,E0,1.53,3.5,1.55,5,A,2,5.5,3,H Webb,Arsenal,2005
246,2,23,A,2,2,1,7,13,11/02/06,7,20,0,1,3.3,11,Newcastle,1,3.2,E0,2,3.2,2,9,A,4,3.2,6,M Riley,Aston Villa,2005
247,0,8,H,0,2,0,2,5,11/02/06,10,14,1,1,2.8,6,Blackburn,1,3.1,E0,2.1,3.1,2.3,18,H,4,3.1,5,P Walton,Everton,2005
248,0,19,H,1,2,0,7,11,11/02/06,7,14,0,6,3.8,4,West Brom,2,3.2,E0,1.66,3.3,1.85,11,H,3,4.5,6,G Poll,Fulham,2005
249,0,17,H,0,3,0,6,7,11/02/06,9,7,0,3,1.4,5,Chelsea,2,4,E0,7,4,6.5,17,H,0,1.36,10,S Bennett,Middlesbrough,2005
250,3,12,A,3,0,0,6,15,11/02/06,2,16,0,1,1.55,16,Man United,0,3.7,E0,6,3.4,5,6,A,0,1.5,4,U Rennie,Portsmouth,2005
251,1,8,A,1,0,0,1,5,11/02/06,3,3,0,0,2,4,Liverpool,0,3.2,E0,3.6,3.1,3.3,7,A,2,1.9,6,R Styles,Wigan,2005
252,0,12,H,2,0,0,10,16,12/02/06,1,15,0,3,3.8,11,Charlton,1,3.2,E0,1.8,3.3,1.85,12,H,0,3.75,7,M Dean,Man City,2005
253,1,16,D,1,1,0,5,9,12/02/06,0,9,0,1,1.65,5,Tottenham,0,3.5,E0,5.5,3.5,4.5,10,A,2,1.53,7,A Marriner,Sunderland,2005
254,0,10,H,0,2,0,8,13,13/02/06,6,7,0,3,4,4,Birmingham,1,3.2,E0,1.72,3.1,1.8,17,H,0,4.5,7,D Gallagher,West Ham,2005
255,0,12,H,0,1,0,9,22,14/02/06,1,15,0,1,3.3,13,Arsenal,0,3.2,E0,2,3,2,6,D,0,3.4,2,G Poll,Liverpool,2005
256,0,16,H,0,2,0,6,12,15/02/06,2,19,0,2,6,6,Sunderland,1,3.9,E0,1.36,4,1.45,5,H,1,7,1,K Stroud,Blackburn,2005
257,1,12,D,2,1,0,4,10,19/02/06,3,14,0,2,4.3,4,Wigan,1,3.4,E0,1.7,3.2,1.7,8,D,1,4.5,5,U Rennie,Tottenham,2005
258,0,13,D,0,2,0,8,13,22/02/06,6,13,0,0,3.8,5,Charlton,0,3.2,E0,1.8,3.1,1.85,7,D,1,4,4,U Rennie,Newcastle,2005
259,0,13,H,0,3,0,7,14,25/02/06,2,14,0,1,4.3,6,Sunderland,1,3.4,E0,1.61,3.3,1.7,8,H,0,5,4,S Bennett,Birmingham,2005
260,0,23,H,0,2,0,2,6,25/02/06,5,10,0,1,2.3,3,Arsenal,1,3.1,E0,2.75,3.2,2.8,10,H,3,2.25,3,U Rennie,Blackburn,2005
261,0,9,D,0,1,0,6,13,25/02/06,8,9,0,0,3,1,Aston Villa,0,3.1,E0,2.05,3.1,2.2,11,D,0,3.2,7,C Foy,Charlton,2005
262,0,7,H,0,1,0,8,17,25/02/06,7,13,0,2,13,6,Portsmouth,0,6,E0,1.12,6,1.15,5,D,0,15,1,M Riley,Chelsea,2005
263,0,26,H,0,1,0,10,18,25/02/06,4,15,0,2,3,6,Everton,0,3.1,E0,2.05,3.1,2.2,12,D,1,3.2,6,G Poll,Newcastle,2005
264,1,13,H,1,1,0,5,13,26/02/06,5,13,0,2,3.8,8,Fulham,1,3.2,E0,1.72,3.1,1.85,10,D,1,4.5,6,P Dowd,Bolton,2005
265,0,4,H,0,2,1,12,20,26/02/06,2,16,0,1,5,12,Man City,1,3.7,E0,1.5,3.4,1.55,6,H,0,6,3,D Gallagher,Liverpool,2005
266,2,7,A,2,2,0,9,17,26/02/06,3,14,1,0,2.7,6,Middlesbrough,0,3.1,E0,2.3,3.1,2.4,5,A,0,2.75,4,M Dean,West Brom,2005
267,0,15,H,0,1,0,8,17,04/03/06,10,14,0,1,4.3,16,Portsmouth,1,3.4,E0,1.61,3.3,1.7,11,H,1,5,6,M Dean,Aston Villa,2005
268,2,11,A,4,1,0,4,7,04/03/06,7,15,0,0,2.3,0,Arsenal,0,3.1,E0,2.87,3.1,2.8,18,A,0,2.2,11,R Styles,Fulham,2005
269,0,5,D,0,1,0,10,21,04/03/06,5,14,0,0,5.5,12,Charlton,0,3.8,E0,1.4,3.75,1.5,3,D,1,7,1,M Atkinson,Liverpool,2005
270,0,12,H,0,0,0,6,12,04/03/06,4,12,0,1,3.8,3,Birmingham,1,3.2,E0,1.83,3.2,1.85,14,H,0,3.75,5,G Poll,Middlesbrough,2005
271,0,18,H,1,1,0,5,9,04/03/06,5,13,0,3,3,11,Bolton,2,3.1,E0,2.2,3.1,2.2,11,H,2,2.87,3,A Wiley,Newcastle,2005
272,0,12,A,2,0,1,2,6,04/03/06,4,10,0,1,1.43,6,Chelsea,0,3.9,E0,7.5,4.2,6.5,7,D,1,1.33,5,M Halsey,West Brom,2005
273,1,12,D,2,3,0,3,7,04/03/06,9,10,0,2,3.2,1,Everton,2,3.1,E0,1.9,3.1,2.1,13,H,3,3.6,5,M Riley,West Ham,2005
274,1,11,H,1,3,1,7,15,05/03/06,3,16,0,2,6,6,Sunderland,2,3.9,E0,1.36,3.75,1.45,6,H,1,8,3,C Foy,Man City,2005
275,1,14,H,2,3,0,5,10,05/03/06,9,12,0,3,3.6,6,Blackburn,2,3.2,E0,1.9,3.1,1.9,6,H,2,3.6,4,H Webb,Tottenham,2005
276,0,22,A,2,3,0,7,18,06/03/06,2,13,0,1,1.75,6,Man United,0,3.3,E0,4.5,3.3,4.2,9,D,5,1.66,2,S Bennett,Wigan,2005
277,0,12,D,1,3,0,1,6,11/03/06,11,22,0,1,3.3,6,West Brom,0,3.2,E0,1.9,3,2,10,D,2,3.75,4,P Dowd,Birmingham,2005
278,0,10,H,0,1,0,5,12,11/03/06,6,16,0,2,3.8,3,Aston Villa,0,3.2,E0,1.72,3.25,1.85,12,D,0,4.2,5,D Gallagher,Blackburn,2005
279,0,12,H,1,5,0,10,19,11/03/06,6,18,0,4,3.2,7,West Ham,3,3.1,E0,1.95,3.25,2.1,9,H,1,3.3,5,M Dean,Bolton,2005
280,1,11,H,1,0,0,10,13,11/03/06,4,16,0,2,5.5,4,Tottenham,1,3.8,E0,1.36,4,1.5,4,D,2,7,3,G Poll,Chelsea,2005
281,0,15,H,1,2,0,7,15,11/03/06,4,12,0,3,4,8,Fulham,2,3.2,E0,1.72,3.25,1.8,8,H,2,4.2,3,U Rennie,Everton,2005
282,0,11,H,1,0,0,5,12,11/03/06,1,7,0,2,2.5,8,Man City,0,3.1,E0,2.62,3.1,2.6,9,D,0,2.37,4,M Halsey,Portsmouth,2005
283,1,14,A,1,0,0,9,13,11/03/06,2,13,0,0,2.3,5,Wigan,0,3.2,E0,2.75,3.2,2.7,5,A,1,2.25,2,M Riley,Sunderland,2005
284,0,8,H,1,2,1,4,11,12/03/06,0,18,0,2,3.1,5,Liverpool,1,3,E0,2.2,3,2.2,8,H,0,3,3,S Bennett,Arsenal,2005
285,0,16,H,1,1,0,3,5,12/03/06,4,20,0,2,3.1,0,Middlesbrough,0,3,E0,1.95,3.25,2.2,9,D,2,3.3,7,A Wiley,Charlton,2005
286,0,6,H,0,1,0,12,28,12/03/06,7,11,0,2,6.5,5,Newcastle,2,4,E0,1.4,3.75,1.4,5,H,0,7,2,R Styles,Man United,2005
287,1,8,H,1,3,0,10,19,15/03/06,2,12,0,5,7.5,8,Fulham,2,3.9,E0,1.3,4.2,1.37,8,H,0,8.5,4,A Wiley,Liverpool,2005
288,0,6,H,0,1,0,9,16,18/03/06,1,10,0,3,8.5,8,Charlton,2,4.4,E0,1.28,4.5,1.3,2,H,0,8,1,D Gallagher,Arsenal,2005
289,0,11,A,2,0,0,4,6,18/03/06,4,9,0,0,2.4,10,Tottenham,0,3,E0,3,3,2.8,9,D,2,2.2,6,U Rennie,Birmingham,2005
290,1,11,H,2,3,0,3,5,18/03/06,4,11,1,3,4.3,6,Middlesbrough,2,3.4,E0,1.7,3.2,1.7,7,H,3,4.5,5,C Foy,Blackburn,2005
291,0,9,H,0,4,0,7,16,18/03/06,6,18,0,2,8.5,7,Sunderland,0,4.4,E0,1.33,4,1.3,6,D,1,8,3,P Dowd,Bolton,2005
292,0,6,H,1,3,0,7,12,18/03/06,9,11,0,4,3.6,4,Aston Villa,3,3.2,E0,1.8,3.1,1.9,9,H,1,4,7,R Styles,Everton,2005
293,0,12,A,1,0,0,1,7,18/03/06,7,14,0,0,3.2,6,Wigan,0,3.1,E0,1.9,3.1,2.1,10,D,2,3.6,4,M Atkinson,Man City,2005
294,1,12,A,2,3,0,3,8,18/03/06,8,12,0,1,1.55,6,Man United,0,3.7,E0,6.5,3.6,5,20,A,1,1.44,9,H Webb,West Brom,2005
295,3,13,A,4,1,0,6,13,18/03/06,4,12,0,2,3.3,5,Portsmouth,0,3.2,E0,1.83,3.2,2,12,A,1,3.75,8,A Wiley,West Ham,2005
296,0,12,H,0,4,1,4,7,19/03/06,16,13,0,1,1.5,0,Chelsea,1,3.8,E0,6.5,3.6,5.5,10,H,1,1.44,4,M Dean,Fulham,2005
297,2,21,A,3,3,0,4,8,19/03/06,1,18,1,1,2.3,2,Liverpool,1,3.1,E0,2.87,3,2.8,12,A,2,2.25,6,M Riley,Newcastle,2005
298,0,11,D,0,0,0,6,10,25/03/06,4,8,0,0,3.6,8,Fulham,0,3.2,E0,1.9,3.1,1.9,9,D,0,3.6,3,L Mason,Aston Villa,2005
299,0,5,H,0,3,1,10,19,25/03/06,1,10,0,2,9.5,11,Man City,2,4.2,E0,1.25,4.5,1.3,5,H,1,10,4,R Styles,Chelsea,2005
